city,datetime,target_latitude,target_longitude,grid_latitude,grid_longitude,dewpoint_temperature_2m,evaporation,experiment_version,geopotential_height,high_vegetation_cover,high_vegetation_type,lake_cover,land_sea_mask,low_vegetation_cover,low_vegetation_type,runoff,skin_reservoir_content,skin_temperature,soil_temperature_level1,soil_temperature_level2,soil_temperature_level3,soil_temperature_level4,soil_type,soil_volume_water_content_level1,soil_volume_water_content_level2,soil_volume_water_content_level3,soil_volume_water_content_level4,surface_pressure,temperature_2m,total_precipitation,u_component_wind_10m,v_component_wind_10m
Kampala,1984-07-01,0.3152,32.5816,0.30000000000000104,32.60000000000005,290.3047,-0.003237092,0001,11573.29113153154,0.49881738971205347,19.0,0.0720095219202539,0.9279904780797461,0.5011826102879465,1.0000305189751728,0.0017038956,0.00019711256,292.7915,293.35645,293.44263,293.72632,294.38403,3.000045778462759,0.40731812,0.40733337,0.40249634,0.40008545,88302.625,292.69434,0.005658723,-0.23822021,0.82751465
Kampala,1984-08-01,0.3152,32.5816,0.30000000000000104,32.60000000000005,290.86597,-0.003447109,0001,11573.29113153154,0.49881738971205347,19.0,0.0720095219202539,0.9279904780797461,0.5011826102879465,1.0000305189751728,0.0018004626,0.00018160045,293.4912,293.97827,293.958,293.91235,294.07153,3.000045778462759,0.4040985,0.40422058,0.40252686,0.40467834,88326.125,293.28613,0.0050593573,-0.22191334,0.571064
Kampala,1984-09-01,0.3152,32.5816,0.30000000000000104,32.60000000000005,291.18042,-0.0035748407,0001,11573.29113153154,0.49881738971205347,19.0,0.0720095219202539,0.9279904780797461,0.5011826102879465,1.0000305189751728,0.0018205047,0.00016510487,293.91748,294.4441,294.4065,294.29688,294.10742,3.000045778462759,0.39987183,0.40013123,0.39897156,0.40560913,88220.375,293.54297,0.0042695254,0.20240593,-0.25157356
Kampala,1984-10-01,0.3152,32.5816,0.30000000000000104,32.60000000000005,291.42773,-0.0035346039,0001,11573.29113153154,0.49881738971205347,19.0,0.0720095219202539,0.9279904780797461,0.5011826102879465,1.0000305189751728,0.0028194487,0.0002296716,293.91162,294.37524,294.32666,294.22925,294.1692,3.000045778462759,0.4122162,0.41362,0.41311646,0.41012573,88218.69,293.6858,0.006982467,0.36188793,0.7683811
Kampala,1984-11-01,0.3152,32.5816,0.30000000000000104,32.60000000000005,291.26685,-0.0032359222,0001,11573.29113153154,0.49881738971205347,19.0,0.0720095219202539,0.9279904780797461,0.5011826102879465,1.0000305189751728,0.004084356,0.00025984645,293.54834,294.0796,294.14087,294.2622,294.2588,3.000045778462759,0.41545105,0.4164734,0.4166565,0.41874695,88221.19,293.1626,0.007782408,0.5808687,0.13093376
Kampala,1984-12-01,0.3152,32.5816,0.30000000000000104,32.60000000000005,291.06934,-0.0035992712,0001,11573.29113153154,0.49881738971205347,19.0,0.0720095219202539,0.9279904780797461,0.5011826102879465,1.0000305189751728,0.0024140775,0.00017932057,293.90942,294.41162,294.38013,294.2998,294.23218,3.000045778462759,0.39826965,0.39735413,0.3934021,0.41368103,88115.625,293.5979,0.0042675897,0.21340942,0.24233627
Kampala,1985-01-01,0.3152,32.5816,0.30000000000000104,32.60000000000005,291.4497,-0.0036840457,0001,11573.29113153154,0.49881738971205347,19.0,0.0720095219202539,0.9279904780797461,0.5011826102879465,1.0000305189751728,0.0012902021,0.00012639165,294.4419,294.96436,294.91772,294.76978,294.3877,3.000045778462759,0.37039185,0.36502075,0.36393738,0.40060425,88087.375,294.27393,0.0035416833,0.40175343,1.0150585
Kampala,1985-02-01,0.3152,32.5816,0.30000000000000104,32.60000000000005,290.6277,-0.0040365364,0001,11573.29113153154,0.49881738971205347,19.0,0.0720095219202539,0.9279904780797461,0.5011826102879465,1.0000305189751728,0.0013910756,0.00018842518,294.33423,294.8933,294.82568,294.6062,294.48584,3.000045778462759,0.38442993,0.38537598,0.39022827,0.3959198,88107.625,294.3037,0.0052438756,0.31304836,1.1406384
Kampala,1985-03-01,0.3152,32.5816,0.30000000000000104,32.60000000000005,291.47437,-0.003852659,0001,11573.29113153154,0.49881738971205347,19.0,0.0720095219202539,0.9279904780797461,0.5011826102879465,1.0000305189751728,0.001503557,0.0002066195,294.67358,295.229,295.22437,295.17554,294.729,3.000045778462759,0.3905487,0.39105225,0.38920593,0.39268494,88084.69,294.6233,0.006735851,0.40517902,1.3569193
Kampala,1985-04-01,0.3152,32.5816,0.30000000000000104,32.60000000000005,291.31177,-0.0032897703,0001,11573.29113153154,0.49881738971205347,19.0,0.0720095219202539,0.9279904780797461,0.5011826102879465,1.0000305189751728,0.0056091696,0.00026218593,293.62622,294.1411,294.17188,294.32983,294.73682,3.000045778462759,0.4161682,0.41792297,0.41947937,0.41534424,88181.0,293.5205,0.0094775045,0.24674225,1.1527615
